samp_name,Sequential G3 Sample No.,Biological Replicate No. (if applicable),Technical Replicate No. (if applicable),Negative control,Cruise/ Expedition ID,expedition_id,expedition_name,samp_category,materialSampleID,neg_cont_type,pos_cont_type,eventDate,verbatimEventDate,env_medium,organism,habitat_natural_artificial_0_1,env_broad_scale,env_local_scale,filter_passive_active_0_1,stationed_sample_dur,pump_flow_rate,pump_flow_rate_unit,prefilter_material,size_frac_low,sample_derived_from,sample_composed_of,samp_collect_device,samp_store_method_additional,size_frac,filter_diameter,filter_surface_area,filter_material,filter_name,precip_chem_prep,precip_force_prep,precip_time_prep,precip_temp_prep,prepped_samp_store_temp,prepped_samp_store_sol,prep_method_additional,line_id,station_id,verbatimStationName,ctd_cast_number,rov_dive_number,samp_collect_method,samp_collect_notes,ctd_bottle_number,rosette_position,maximumDepthInMeters,minimumDepthInMeters,DepthInMeters_method,maximumDepthInMeters_standard_deviation,altitude,altitude_unit,altitude_method,tot_depth_water_col,tot_depth_water_col_method,elev,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLatitude_standard_deviation,decimalLongitude,decimalLongitude_standard_deviation,eventDurationValue,verbatimEventTime,samp_size,samp_size_unit,samp_store_temp,samp_store_sol,dna_store_loc,samp_vol_we_dna_ext,samp_vol_we_dna_ext_unit,samp_weather,temp,temp_standard_deviation,ph,pH_free,pH_total,salinity,conductivity,diss_oxygen,diss_oxygen_unit,methane,methane_unit,hydrogen,hydrogen_unit,beam_attenuation,beam_attenuation_unit,dNTU,turbidity,orp,orp_unit,dE/dt,fluorescence,fluorescence_unit,chlorophyll,theta,sigma_theta,nitrate,nitrate_unit,nitrite,nitrite_unit,ammonium,ammonium_unit,phosphate,phosphate_unit,silicate,silicate_unit,tot_alkalinity,tot_alkalinity_unit,pco2,pco2_unit,percent_d3He,measurements_from,collected_by,extract_id,extract_plate,extract_well_number,extract_well_position,date_ext,concentration,concentration_unit,dna_yield,dna_yield_unit,ratioOfAbsorbance260_280,nucl_acid_ext_lysis,nucl_acid_ext_sep,nucl_acid_ext,nucl_acid_ext_kit,nucl_acid_ext_modify,dna_cleanup_0_1,dna_cleanup_method,concentration_method,pool_dna_num,nucl_acid_ext_method_additional,associatedSequences,Unnamed: 141,Unnamed: 142,Unnamed: 143
E2134.2B.OC0919,2134.0,2.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP26,not applicable: sample group,not applicable: sample group,2019-10-02T17:00:00Z,2019-10-02,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,MB042,OCNMS - Makah Bay - 42 m depth - MB42,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP26 - Additional Location Description: MB42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,48° 19.438',124° 44.123',degrees minutes seconds,WGS84,48.32396667,missing: not collected,-124.7353833,missing: not collected,T0S/T1S,17:00:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,11.89,missing: not collected,missing: not collected,missing: not collected,missing: not collected,32.19,3.7,8.68,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.78,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524504 | SAMN23524458 | SAMN23524412,,,
E2134.3B.OC0919,2134.0,3.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP22,not applicable: sample group,not applicable: sample group,2019-10-02T17:00:00Z,2019-10-02,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,MB042,OCNMS - Makah Bay - 42 m depth - MB42,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP22 - Additional Location Description: MB42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,48° 19.438',124° 44.123',degrees minutes seconds,WGS84,48.32396667,missing: not collected,-124.7353833,missing: not collected,T0S/T1S,17:00:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,11.89,missing: not collected,missing: not collected,missing: not collected,missing: not collected,32.19,3.7,8.68,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.78,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524505 | SAMN23524459 | SAMN23524413,,,
E2134.4B.OC0919,2134.0,4.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP28,not applicable: sample group,not applicable: sample group,2019-10-02T17:00:00Z,2019-10-02,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,MB042,OCNMS - Makah Bay - 42 m depth - MB42,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP28 - Additional Location Description: MB42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,48° 19.438',124° 44.123',degrees minutes seconds,WGS84,48.32396667,missing: not collected,-124.7353833,missing: not collected,T0S/T1S,17:00:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,11.89,missing: not collected,missing: not collected,missing: not collected,missing: not collected,32.19,3.7,8.68,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.78,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524506 | SAMN23524460 | SAMN23524414,,,
E2134.5B.OC0919,2134.0,5.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP14,not applicable: sample group,not applicable: sample group,2019-10-02T17:00:00Z,2019-10-02,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,MB042,OCNMS - Makah Bay - 42 m depth - MB42,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP14 - Additional Location Description: MB42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,48° 19.438',124° 44.123',degrees minutes seconds,WGS84,48.32396667,missing: not collected,-124.7353833,missing: not collected,T0S/T1S,17:00:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,11.89,missing: not collected,missing: not collected,missing: not collected,missing: not collected,32.19,3.7,8.68,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.78,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524507 | SAMN23524461 | SAMN23524415,,,
E2135.1B.OC0919,2135.0,1.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP9,not applicable: sample group,not applicable: sample group,2019-10-01T19:15:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,TH015,OCNMS - Teahwhit Head - near shore - THNS,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP9 - Additional Location Description: THNS,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 52.567',124° 37.168',degrees minutes seconds,WGS84,47.87611667,missing: not collected,-124.6194667,missing: not collected,T0S/T1S,19:15:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,13.3,missing: not collected,missing: not collected,missing: not collected,missing: not collected,32,3.81,8.93,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,1.02,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524510 | SAMN23524464 | SAMN23524418,,,
E2135.2B.OC0919,2135.0,2.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP29,not applicable: sample group,not applicable: sample group,2019-10-01T19:15:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,TH015,OCNMS - Teahwhit Head - near shore - THNS,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP29 - Additional Location Description: THNS,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 52.567',124° 37.168',degrees minutes seconds,WGS84,47.87611667,missing: not collected,-124.6194667,missing: not collected,T0S/T1S,19:15:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,13.3,missing: not collected,missing: not collected,missing: not collected,missing: not collected,32,3.81,8.93,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,1.02,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524511 | SAMN23524465 | SAMN23524419,,,
E2135.3B.OC0919,2135.0,3.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP15,not applicable: sample group,not applicable: sample group,2019-10-01T19:15:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,TH015,OCNMS - Teahwhit Head - near shore - THNS,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP15 - Additional Location Description: THNS,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 52.567',124° 37.168',degrees minutes seconds,WGS84,47.87611667,missing: not collected,-124.6194667,missing: not collected,T0S/T1S,19:15:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,13.3,missing: not collected,missing: not collected,missing: not collected,missing: not collected,32,3.81,8.93,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,1.02,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524512 | SAMN23524466 | SAMN23524420,,,
E2135.4B.OC0919,2135.0,4.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP31,not applicable: sample group,not applicable: sample group,2019-10-01T19:15:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,TH015,OCNMS - Teahwhit Head - near shore - THNS,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP31 - Additional Location Description: THNS,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 52.567',124° 37.168',degrees minutes seconds,WGS84,47.87611667,missing: not collected,-124.6194667,missing: not collected,T0S/T1S,19:15:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,13.3,missing: not collected,missing: not collected,missing: not collected,missing: not collected,32,3.81,8.93,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,1.02,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524513 | SAMN23524467 | SAMN23524421,,,
E2135.5B.OC0919,2135.0,5.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP32,not applicable: sample group,not applicable: sample group,2019-10-01T19:15:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,TH015,OCNMS - Teahwhit Head - near shore - THNS,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP32 - Additional Location Description: THNS,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 52.567',124° 37.168',degrees minutes seconds,WGS84,47.87611667,missing: not collected,-124.6194667,missing: not collected,T0S/T1S,19:15:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,13.3,missing: not collected,missing: not collected,missing: not collected,missing: not collected,32,3.81,8.93,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,1.02,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524514 | SAMN23524468 | SAMN23524422,,,
E2136.1B.OC0919,2136.0,1.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP36,not applicable: sample group,not applicable: sample group,2019-10-01T20:15:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,TH042,OCNMS - Teahwhit Head - 42 m depth - TH42,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP36 - Additional Location Description: TH42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 52.569',124° 44.005',degrees minutes seconds,WGS84,47.87615,missing: not collected,-124.7334167,missing: not collected,T0S/T1S,20:15:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,13.24,missing: not collected,missing: not collected,missing: not collected,missing: not collected,31.65,3.76,9.86,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.93,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524515 | SAMN23524469 | SAMN23524423,,,
E2136.2B.OC0919,2136.0,2.0,,False,OC0919,OC0919,OC0919: R/V Tatoosh OCNMS Fall 2019,sample,OC0919_CP37,not applicable: sample group,not applicable: sample group,2019-10-01T20:15:00Z,2019-10-01,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Nalgene Bottle,Water samples were collected using sterile Nalgene bottles then filtered through a 0.45 micron MCE disc filter using a vacuum pump.,0.45,47,1734.94,cellulose ester,Sterlitech Disposable Filter Funnel,not applicable,not applicable,not applicable,not applicable,-20,lysis buffer,Filters were stored in 750 µL CTAB at -20˚C.,not applicable,TH042,OCNMS - Teahwhit Head - 42 m depth - TH42,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,Field Sample Name: CP37 - Additional Location Description: TH42,not applicable,not applicable,0.0,0,Surface samples are taken from the same maximumDepthInMeters and minimumDepthInMeters (0 m).,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,0,47° 52.569',124° 44.005',degrees minutes seconds,WGS84,47.87615,missing: not collected,-124.7334167,missing: not collected,T0S/T1S,20:15:00,1000,mL,ambient temperature,not applicable,OME -80 Freezer,1000,mL,missing: not collected,13.24,missing: not collected,missing: not collected,missing: not collected,missing: not collected,31.65,3.76,9.86,mg/L,missing: not collected,not applicable,missing: not collected,not applicable,0.93,1/m,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Christopher Paight,Paight_1,not applicable,not applicable,not applicable,2020-01-02,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,physical | enzymatic | thermal,column-based,missing: not provided,missing: not provided,missing: not provided,0,not applicable,missing: not collected,1,Extracted by Chris Paight in 2019; quantified in 2024 by HW/ZG,SAMN23524516 | SAMN23524470 | SAMN23524424,,,
