samp_name,Sequential G3 Sample No.,Biological Replicate No. (if applicable),Technical Replicate No. (if applicable),Negative control,Cruise/ Expedition ID,expedition_id,expedition_name,samp_category,materialSampleID,neg_cont_type,pos_cont_type,eventDate,verbatimEventDate,env_medium,organism,habitat_natural_artificial_0_1,env_broad_scale,env_local_scale,filter_passive_active_0_1,stationed_sample_dur,pump_flow_rate,pump_flow_rate_unit,prefilter_material,size_frac_low,sample_derived_from,sample_composed_of,samp_collect_device,samp_store_method_additional,size_frac,filter_diameter,filter_surface_area,filter_material,filter_name,precip_chem_prep,precip_force_prep,precip_time_prep,precip_temp_prep,prepped_samp_store_temp,prepped_samp_store_sol,prep_method_additional,line_id,station_id,verbatimStationName,ctd_cast_number,rov_dive_number,samp_collect_method,samp_collect_notes,ctd_bottle_number,rosette_position,maximumDepthInMeters,minimumDepthInMeters,DepthInMeters_method,maximumDepthInMeters_standard_deviation,altitude,altitude_unit,altitude_method,tot_depth_water_col,tot_depth_water_col_method,elev,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLatitude_standard_deviation,decimalLongitude,decimalLongitude_standard_deviation,eventDurationValue,verbatimEventTime,samp_size,samp_size_unit,samp_store_temp,samp_store_sol,dna_store_loc,samp_vol_we_dna_ext,samp_vol_we_dna_ext_unit,samp_weather,temp,temp_standard_deviation,ph,pH_free,pH_total,salinity,conductivity,diss_oxygen,diss_oxygen_unit,methane,methane_unit,hydrogen,hydrogen_unit,beam_attenuation,beam_attenuation_unit,dNTU,turbidity,orp,orp_unit,dE/dt,fluorescence,fluorescence_unit,chlorophyll,theta,sigma_theta,nitrate,nitrate_unit,nitrite,nitrite_unit,ammonium,ammonium_unit,phosphate,phosphate_unit,silicate,silicate_unit,tot_alkalinity,tot_alkalinity_unit,pco2,pco2_unit,percent_d3He,measurements_from,collected_by,extract_id,extract_plate,extract_well_number,extract_well_position,date_ext,concentration,concentration_unit,dna_yield,dna_yield_unit,ratioOfAbsorbance260_280,nucl_acid_ext_lysis,nucl_acid_ext_sep,nucl_acid_ext,nucl_acid_ext_kit,nucl_acid_ext_modify,dna_cleanup_0_1,dna_cleanup_method,concentration_method,pool_dna_num,nucl_acid_ext_method_additional,associatedSequences,Unnamed: 141,Unnamed: 142,Unnamed: 143
E1703.FKt23,1703.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_S501_2,not applicable: sample group,not applicable: sample group,2023-04-02T13:22:09Z,2023-04-02,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,S500 Chimney,Puy des Folles - S500 Chimney (WP11),not applicable,S501,https://doi.org/10.5281/zenodo.11398178,Field Sample Name: S500-NISKIN-20-N2 - Additional Location Description: West vent field - Field Notes: 10 m from vent in plume; heavy grey/brown particulates,2,2,1939.67,1938.67,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,10,m,Measurement from altitude sensor on Remotely Operated Vehicle.,1949.67,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,20.51858,missing: not collected,-45.647874,missing: not collected,T0S/T1S,13:22:09,2000,mL,ambient temperature,not applicable,OME -80 Freezer,2000,mL,missing: not collected,4.22,missing: not collected,missing: not collected,missing: not collected,missing: not collected,34.99,missing: not collected,missing: not collected,not applicable,34.6,nM,55.1,nM,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from ROV data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction3,not applicable,not applicable,not applicable,2023-04-08,1.66,ng/µL,0.08,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1704.FKt23,1704.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_S502_3,not applicable: sample group,not applicable: sample group,2023-04-02T17:02:49Z,2023-04-02,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WP9 mussel bed,Puy des Folles - WP9 mussel bed,not applicable,S502,https://doi.org/10.5281/zenodo.11398178,Field Sample Name: S500-NISKIN-34-N3N4N6 - Additional Location Description: West vent field - Field Notes: over mussel bed,3,3,1955.03,1954.03,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,3.6,m,Measurement from altitude sensor on Remotely Operated Vehicle.,1958.63,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,20.51878,missing: not collected,-45.647079,missing: not collected,T0S/T1S,17:02:49,1800,mL,ambient temperature,not applicable,OME -80 Freezer,1800,mL,missing: not collected,3.62,missing: not collected,missing: not collected,missing: not collected,missing: not collected,34.988,missing: not collected,missing: not collected,not applicable,2.1,nM,4.5,nM,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from ROV data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction4,not applicable,not applicable,not applicable,2023-04-09,0.972,ng/µL,0.05,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1705.FKt23,1705.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_S503_F10,not applicable: sample group,not applicable: sample group,2023-04-02T16:34:37Z,2023-04-02,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Remotely Operated Vehicle: Hot Fluid Sampler,Water samples were collected via the Hot Fluid Sampler (HFS) onboard a remotely operated vehicle (ROV). Water filtered in situ across a 0.22 micron disk filter that was flooded after sampling with RNALater.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,ambient temperature | 4 | -20,RNALater,"After in situ filtration, RNALater loaded into a special comparment of the filter housing is flooded across the filter. On return to the ship, filter is removed and stored at 4˚C overnight, then stored at -20˚C.",not applicable,S500 Chimney,Puy des Folles - S500 Chimney (WP11),not applicable,S503,Water samples were collected via the Hot Fluid Sampler (HFS) onboard a remotely operated vehicle (ROV). Water filtered in situ across a 0.22 micron disk filter that was flooded after sampling with RNALater.,Field Sample Name: S500-HFS-33-F10 - Additional Location Description: West vent field - Field Notes: while suctioning limpets on side of chimney,F10,F10,1952.81,1952.81,"In situ filters are collected from a single inlet, maximumDepthInMeters and minimumDepthInMeters are the same.",missing: not collected,0,m,Measurement from altitude sensor on Remotely Operated Vehicle.,1952.81,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,20.518637,missing: not collected,-45.647945,missing: not collected,11M23S,16:34:37,3000,mL,ambient temperature,not applicable,OME -80 Freezer,3000,mL,missing: not collected,3.5,missing: not collected,missing: not collected,missing: not collected,missing: not collected,34.989,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from ROV data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction4,not applicable,not applicable,not applicable,2023-04-09,1.74,ng/µL,0.06,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.16740832,Qiagen DNeasy Blood and Tissue Kit,missing: not provided,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1706.FKt23,1706.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_V23A-19_1,not applicable: sample group,not applicable: sample group,2023-04-03T00:44:08Z,2023-04-03,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,Puy des Folles,Puy des Folles,V23A-19,not applicable,https://doi.org/10.5281/zenodo.11398178,Additional Location Description: West vent field - Field Notes: bottom over vents,1,1,1953.59,1952.59,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,8.41,m,Measurement from altitude sensor on CTD.,1962,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,20.51868833,missing: not collected,-45.64766667,missing: not collected,T0S/T1S,0:44:08,2000,mL,ambient temperature,not applicable,OME -80 Freezer,2000,mL,missing: not collected,3.7668,missing: not collected,missing: not collected,missing: not collected,missing: not collected,35.0024,3.3202,235.461,µM,1.1,nM,1,nM,0.5183,1/m,0.0063,missing: not collected,172.81699,mV,missing: not collected,missing: not collected,not applicable,missing: not collected,3.6051,27.8286,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction4,not applicable,not applicable,not applicable,2023-04-09,1.47,ng/µL,0.07,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1707.FKt23,1707.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_V23A-19_18,not applicable: sample group,not applicable: sample group,2023-04-03T00:48:58Z,2023-04-03,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,Puy des Folles,Puy des Folles,V23A-19,not applicable,https://doi.org/10.5281/zenodo.11398178,Additional Location Description: West vent field - Field Notes: virus sample in high ORP signal; medium/light grey particulates,18,18,1948.277,1947.277,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,13.723,m,Measurement from altitude sensor on CTD.,1962,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,20.51868833,missing: not collected,-45.64766667,missing: not collected,T0S/T1S,0:48:58,2000,mL,ambient temperature,not applicable,OME -80 Freezer,2000,mL,missing: not collected,3.9801,missing: not collected,missing: not collected,missing: not collected,missing: not collected,35.0048,3.3393,235.039,µM,19.2,nM,38.3,nM,0.9014,1/m,0.2236,missing: not collected,-32.706469,mV,missing: not collected,missing: not collected,not applicable,missing: not collected,3.8157,27.8092,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction4,not applicable,not applicable,not applicable,2023-04-09,1.69,ng/µL,0.08,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1708.FKt23,1708.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_V23A-19_20,not applicable: sample group,not applicable: sample group,2023-04-03T00:53:45Z,2023-04-03,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,Puy des Folles,Puy des Folles,V23A-19,not applicable,https://doi.org/10.5281/zenodo.11398178,Additional Location Description: West vent field - Field Notes: slightly higher and in highest turbidity signal,20,20,1917.242,1916.242,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,44.758,m,Measurement from altitude sensor on CTD.,1962,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,20.51868833,missing: not collected,-45.64766667,missing: not collected,T0S/T1S,0:53:45,2000,mL,ambient temperature,not applicable,OME -80 Freezer,2000,mL,missing: not collected,3.8312,missing: not collected,missing: not collected,missing: not collected,missing: not collected,35.0034,3.3246,235.146,µM,7,nM,7.3,nM,0.5242,1/m,0.0187,missing: not collected,25.659907,mV,missing: not collected,missing: not collected,not applicable,missing: not collected,3.672,27.8227,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction4,not applicable,not applicable,not applicable,2023-04-09,1.14,ng/µL,0.06,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1709.FKt23,1709.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_S501_1,not applicable: sample group,not applicable: sample group,2023-04-04T00:36:00Z,2023-04-04,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,Birthday Chimney,Puy des Folles - Birthday Chimney,not applicable,S501,https://doi.org/10.5281/zenodo.11398178,Field Sample Name: S501-NISKIN-16-N1N5 - Additional Location Description: Birthday vent field - Field Notes: Birthday vent plume,1,1,1925.54,1924.54,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,1,m,Measurement from altitude sensor on Remotely Operated Vehicle.,1926.54,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,20.513803,missing: not collected,-45.636248,missing: not collected,T0S/T1S,0:36:00,2000,mL,ambient temperature,not applicable,OME -80 Freezer,2000,mL,missing: not collected,3.96,missing: not collected,missing: not collected,missing: not collected,missing: not collected,35.003,missing: not collected,missing: not collected,not applicable,70.8,nM,31.2,nM,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from ROV data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction4,not applicable,not applicable,not applicable,2023-04-09,1.1,ng/µL,0.06,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1710.FKt23,1710.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_S501_4,not applicable: sample group,not applicable: sample group,2023-04-04T01:02:46Z,2023-04-04,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,Puy des Folles,Puy des Folles - Birthday vent diffuse shrimp site,not applicable,S501,https://doi.org/10.5281/zenodo.11398178,Field Sample Name: S501-NISKIN-18-N3N4 - Additional Location Description: Birthday vent field - Field Notes: mussel bed,4,4,1944.05,1943.05,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,0,m,Measurement from altitude sensor on Remotely Operated Vehicle.,1944.05,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,20.513011,missing: not collected,-45.63583,missing: not collected,T0S/T1S,1:02:46,2000,mL,ambient temperature,not applicable,OME -80 Freezer,2000,mL,missing: not collected,3.79,missing: not collected,missing: not collected,missing: not collected,missing: not collected,34.996,missing: not collected,missing: not collected,not applicable,157.3,nM,147.2,nM,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from ROV data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction4,not applicable,not applicable,not applicable,2023-04-09,1.2,ng/µL,0.06,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1711.FKt23,1711.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_S501_F10,not applicable: sample group,not applicable: sample group,2023-04-04T03:37:50Z,2023-04-04,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Remotely Operated Vehicle: Hot Fluid Sampler,Water samples were collected via the Hot Fluid Sampler (HFS) onboard a remotely operated vehicle (ROV). Water filtered in situ across a 0.22 micron disk filter that was flooded after sampling with RNALater.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,ambient temperature | 4 | -20,RNALater,"After in situ filtration, RNALater loaded into a special comparment of the filter housing is flooded across the filter. On return to the ship, filter is removed and stored at 4˚C overnight, then stored at -20˚C.",not applicable,Large Chimney,Puy des Folles - Large Chimney,not applicable,S501,Water samples were collected via the Hot Fluid Sampler (HFS) onboard a remotely operated vehicle (ROV). Water filtered in situ across a 0.22 micron disk filter that was flooded after sampling with RNALater.,"Field Sample Name: S501-HFS-26-F10 - Additional Location Description: Birthday vent field - Field Notes: large chimney, diffuse shimmery water",F10,F10,1933.2,1933.2,"In situ filters are collected from a single inlet, maximumDepthInMeters and minimumDepthInMeters are the same.",missing: not collected,0,m,Measurement from altitude sensor on Remotely Operated Vehicle.,1933.2,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,20.510676,missing: not collected,-45.63694,missing: not collected,22M10S,3:37:50,3040,mL,ambient temperature,not applicable,OME -80 Freezer,3040,mL,missing: not collected,3.8,missing: not collected,missing: not collected,missing: not collected,missing: not collected,34.997,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from ROV data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction4,not applicable,not applicable,not applicable,2023-04-09,1.6,ng/µL,0.05,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.16740832,Qiagen DNeasy Blood and Tissue Kit,missing: not provided,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
E1712.FKt23,1712.0,,,False,FKt23,FKt230303,FKt230303: R/V Falkor (too) 2023,sample,FKt23_S502_4,not applicable: sample group,not applicable: sample group,2023-04-05T08:35:22Z,2023-04-05,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine aphotic zone [ENVO:00000210],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump.,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,Old mound,"Puy des Folles - Old mound, diffuse flanges",not applicable,S502,https://doi.org/10.5281/zenodo.11398178,"Field Sample Name: S502-NISKIN-33-N3N4 - Additional Location Description: Southwest vents - Field Notes: Area of diffuse venting, shimmering water from flanges at base of old hydrothermal mound; slight leaking in N4",4,4,1922.49,1921.49,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,0,m,Measurement from altitude sensor on Remotely Operated Vehicle.,1922.49,missing: not collected,0,missing: not collected,missing: not collected,degrees minutes seconds,WGS84,20.497145,missing: not collected,-45.641066,missing: not collected,T0S/T1S,8:35:22,2000,mL,ambient temperature,not applicable,OME -80 Freezer,2000,mL,missing: not collected,5.15,missing: not collected,missing: not collected,missing: not collected,missing: not collected,35.002,missing: not collected,missing: not collected,not applicable,2.8,nM,4.6,nM,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,not applicable,missing: not collected,missing: not collected,missing: not collected,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from ROV data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Sean McAllister,Falkor_Extraction4,not applicable,not applicable,not applicable,2023-04-09,1.1,ng/µL,0.06,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,column-based,https://doi.org/10.5281/zenodo.11398154,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,Quant-iT dsDNA high sensitivity kit,1,missing: not provided,not applicable,,,
